Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF,SalePrice
48,20,FV,84,11096,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1632,1656,GasA,Ex,Y,SBrkr,1656,0,1656,1680,0,2,2,3,1,Gd,6,7,Typ,0,No Fireplace,Attchd,2006,RFn,3,TA,TA,Y,0,146,146,0,No Pool,No Fence,None,0,7,2007,WD,Normal,1,1,4138,3312,249700
49,190,RM,33,4456,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,2Story,4,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,736,736,GasA,Gd,Y,SBrkr,736,716,1452,1452,0,2,2,2,3,TA,7,8,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,0,102,0,No Pool,No Fence,None,0,6,2009,New,Partial,89,1,2188,2188,113000
50,20,RL,66,7742,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,192,955,GasA,Ex,Y,SBrkr,955,0,955,1718,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1966,Unf,1,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,1,2007,WD,Normal,41,41,2296,1910,127000
51,60,RL,0,13869,Pave,No Alley Access,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,612,794,GasA,Gd,Y,SBrkr,794,676,1470,1652,0,2,2.5,3,1,TA,7,6,Typ,0,No Fireplace,Attchd,1997,Fin,2,TA,TA,Y,0,75,75,0,No Pool,No Fence,None,0,7,2007,WD,Normal,10,10,2652,2264,177000
52,50,RM,52,6240,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,816,816,GasA,TA,Y,SBrkr,816,0,456,1176,0,1,1,3,1,TA,5,6,Typ,1,Gd,Detchd,1985,Unf,2,TA,TA,Y,112,0,0,0,No Pool,MnPrv,Shed,400,9,2006,WD,Normal,72,56,2520,1992,114500
53,90,RM,110,8472,Grvl,No Alley Access,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplx,1Story,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,0,816,GasA,TA,N,SBrkr,816,0,816,1632,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,CarPort,1963,Unf,2,TA,TA,Y,106,0,0,0,No Pool,No Fence,None,0,5,2010,WD,Normal,47,47,2148,1632,110000
54,20,RL,68,50271,Pave,No Alley Access,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,1981,1987,Gable,WdShngl,WdShing,Wd Sdng,None,0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,32,1842,GasA,Gd,Y,SBrkr,1842,0,1842,3652,2,0.5,2.5,0,1,Gd,4,5,Typ,1,Gd,Attchd,1981,Fin,3,TA,TA,Y,857,72,72,0,No Pool,No Fence,None,0,11,2006,WD,Normal,25,19,4578,3684,385000
55,80,RL,60,7134,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Mod,Names,Norm,Norm,1Fam,SLvl,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,384,GasA,TA,Y,SBrkr,1360,0,1360,1744,0,1,1,3,1,TA,5,6,Min1,1,TA,Detchd,1962,Unf,2,TA,TA,Y,0,50,50,0,No Pool,MnPrv,None,0,2,2007,WD,Normal,52,52,2316,1744,130000
56,20,RL,100,10175,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,935,1425,GasA,Gd,Y,SBrkr,1425,0,1425,1915,0,2,2,3,1,TA,6,7,Typ,1,Gd,Attchd,1964,RFn,2,TA,TA,Y,0,0,407,0,No Pool,No Fence,None,0,7,2008,WD,Normal,44,44,3698,2850,180500
57,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,8,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,321,970,GasA,Ex,Y,SBrkr,983,756,1739,2388,1,2.5,3.5,3,1,Gd,8,7,Typ,0,No Fireplace,Attchd,1999,Fin,2,TA,TA,Y,115,0,0,0,No Pool,No Fence,None,0,8,2009,WD,Abnorml,10,9,3645,2709,172500
58,60,RL,89,11645,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,860,860,GasA,Ex,Y,SBrkr,860,860,1720,1720,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2004,RFn,2,TA,TA,Y,0,70,70,0,No Pool,No Fence,None,0,8,2006,WD,Normal,2,2,3145,2580,196500
59,60,RL,66,13682,Pave,No Alley Access,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,2945,2945,0,3.5,3.5,3,1,Gd,8,10,Typ,1,Gd,BuiltIn,2006,Fin,3,TA,TA,Y,192,0,37,0,No Pool,No Fence,None,0,10,2006,New,Partial,0,0,6027,4355,438780
60,20,RL,60,7200,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,148,780,GasA,Ex,Y,SBrkr,780,0,780,1412,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1973,Unf,1,TA,TA,Y,196,0,0,0,No Pool,MnPrv,None,0,1,2008,WD,Normal,36,36,1912,1560,124900
61,20,RL,63,13072,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,217,1158,GasA,Ex,Y,SBrkr,1158,0,1158,2099,1,1.5,2.5,3,1,Gd,7,5,Typ,0,No Fireplace,Detchd,2006,Unf,2,TA,TA,Y,0,50,50,0,No Pool,No Fence,None,0,5,2006,New,Partial,2,2,2892,2316,158000
62,75,RM,60,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,530,530,GasA,TA,N,SBrkr,581,530,1111,1111,0,1,1,3,1,Fa,5,6,Typ,0,No Fireplace,Detchd,1935,Unf,1,TA,TA,N,0,0,144,0,No Pool,No Fence,None,0,3,2007,WD,Normal,87,11,1929,1641,101000
63,120,RL,44,6442,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,1346,1370,GasA,Ex,Y,SBrkr,1370,0,1370,1394,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,120,49,49,0,No Pool,No Fence,None,0,10,2007,WD,Normal,1,1,3402,2740,202500
64,70,RM,50,10300,Pave,No Alley Access,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,902,808,1710,1710,0,2,2,3,1,TA,6,9,Typ,0,No Fireplace,Detchd,1990,Unf,2,TA,TA,Y,12,11,75,0,No Pool,GdPrv,None,0,4,2010,WD,Normal,89,60,2766,2286,140000
65,60,RL,0,9375,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,318,1057,GasA,Ex,Y,SBrkr,1057,977,2034,2773,1,2.5,3.5,3,1,Gd,8,8,Typ,0,No Fireplace,Attchd,1998,RFn,2,TA,TA,Y,576,36,36,0,No Pool,GdPrv,None,0,2,2009,WD,Normal,12,11,4309,3091,219500
66,60,RL,76,9591,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,2473,2473,0,2.5,2.5,4,1,Gd,8,9,Typ,1,Gd,BuiltIn,2004,RFn,3,TA,TA,Y,192,151,151,0,No Pool,No Fence,None,0,10,2007,WD,Normal,3,2,4812,3616,317000
67,20,RL,0,19900,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,PosA,Norm,1Fam,1Story,7,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,1035,1947,GasA,TA,Y,SBrkr,2207,0,2207,3119,1,2,3,3,1,TA,7,7,Min1,1,Gd,Attchd,1970,RFn,2,TA,TA,Y,301,0,0,0,No Pool,No Fence,None,0,7,2010,WD,Normal,40,21,5017,4154,180000
68,20,RL,72,10665,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,440,1453,GasA,Ex,Y,SBrkr,1479,0,1479,2492,1,2,3,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2003,RFn,2,TA,TA,Y,144,29,29,0,No Pool,No Fence,None,0,6,2007,WD,Normal,4,4,3657,2932,226000
69,30,RM,47,4608,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,747,747,GasA,TA,Y,SBrkr,747,0,747,747,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Attchd,1945,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,65,60,1714,1494,80000
70,50,RL,81,15593,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,1304,GasW,TA,Y,SBrkr,1304,983,2287,2890,0,2,2,3,1,TA,6,7,Typ,1,TA,Attchd,1953,Fin,2,TA,TA,Y,0,21,135,0,No Pool,No Fence,None,0,7,2006,WD,Normal,53,53,4258,3591,225000
71,20,RL,95,13651,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,343,2223,GasA,Ex,Y,SBrkr,2223,0,2223,4103,1,2,3,3,1,TA,7,8,Typ,2,Gd,Attchd,1973,Fin,2,TA,TA,Y,300,0,0,0,No Pool,No Fence,None,0,2,2007,WD,Normal,34,34,6077,4446,244000
72,20,RL,69,7599,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,280,845,GasA,TA,Y,SBrkr,845,0,845,1410,1,1,2,2,1,TA,5,4,Typ,0,No Fireplace,Detchd,1987,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,25,1,2050,1690,129500
73,60,RL,74,10141,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,832,832,GasA,Gd,Y,SBrkr,885,833,1718,1718,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,Attchd,1998,Fin,2,TA,TA,Y,0,94,385,0,No Pool,No Fence,None,0,12,2009,WD,Normal,11,11,3017,2550,185000
74,20,RL,85,10200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,404,1086,GasA,Gd,Y,SBrkr,1086,0,1086,1768,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1989,Unf,2,TA,TA,Y,0,0,0,0,No Pool,GdWo,None,0,5,2010,WD,Normal,56,7,2766,2172,144900
75,50,RM,60,5790,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,840,840,GasA,Gd,N,SBrkr,840,765,1605,1605,0,2,2,3,2,TA,7,8,Typ,0,No Fireplace,Detchd,1915,Unf,1,TA,TA,Y,0,0,202,0,No Pool,No Fence,None,0,5,2010,WD,Normal,95,60,2824,2445,107400
76,180,RM,21,1596,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,SLvl,4,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,GasA,TA,Y,SBrkr,526,462,988,1450,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,BuiltIn,1973,Unf,1,TA,TA,Y,120,101,101,0,No Pool,GdWo,None,0,11,2009,WD,Normal,36,36,1747,1450,91000
77,20,RL,0,8475,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,GasA,Ex,Y,FuseA,952,0,952,1180,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1956,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,4,2008,WD,Normal,52,52,2187,1904,135750
78,50,RM,50,8635,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,295,672,GasA,TA,Y,SBrkr,1072,213,1285,1662,1,1,2,2,1,TA,5,6,Min1,0,No Fireplace,Detchd,1948,Unf,1,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,1,2008,WD,Normal,60,7,2197,1957,127000
79,90,RL,72,10778,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplx,1Story,4,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,1768,0,2,2,4,2,TA,8,8,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,42,42,3536,3536,136500
80,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,440,440,GasA,Gd,Y,SBrkr,682,548,1230,1230,0,1.5,1.5,2,1,TA,5,5,Typ,0,No Fireplace,Detchd,1966,Unf,2,TA,TA,Y,74,0,128,0,No Pool,MnPrv,None,0,5,2009,WD,Normal,99,28,2110,1670,110000
81,60,RL,100,13000,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,448,896,GasA,TA,Y,SBrkr,1182,960,2142,2590,0,2.5,2.5,4,1,Gd,8,8,Typ,1,Gd,Attchd,1968,Fin,1,TA,TA,Y,0,72,324,0,No Pool,No Fence,None,0,6,2009,WD,Normal,41,41,4123,3038,193500
82,120,RM,32,4500,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,36,1237,GasA,Ex,Y,SBrkr,1337,0,1337,2538,1,2,3,2,1,TA,6,5,Typ,0,No Fireplace,Attchd,1998,Fin,2,TA,TA,Y,0,199,199,0,No Pool,No Fence,None,0,3,2006,WD,Normal,8,8,3422,2574,153500
83,20,RL,78,10206,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,1530,1563,GasA,Ex,Y,SBrkr,1563,0,1563,1596,0,2,2,3,1,Gd,6,6,Typ,1,Gd,Attchd,2007,RFn,3,TA,TA,Y,144,99,99,0,No Pool,No Fence,None,0,10,2008,WD,Normal,1,1,4352,3126,245000
84,20,RL,80,8892,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1065,1065,GasA,Gd,Y,SBrkr,1065,0,1065,1065,0,1.5,1.5,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1974,Unf,2,TA,TA,Y,74,0,0,0,No Pool,No Fence,None,0,7,2007,COD,Normal,47,47,2657,2130,126500
85,80,RL,0,8530,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Gd,Y,SBrkr,804,670,1474,1474,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,BuiltIn,1995,Fin,2,TA,TA,Y,120,72,72,0,No Pool,No Fence,Shed,700,5,2009,WD,Normal,14,13,2280,1858,168500
86,60,RL,121,16059,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,2417,2417,0,2.5,2.5,4,1,Gd,8,9,Typ,1,TA,Attchd,1991,Unf,2,TA,TA,Y,127,82,82,0,No Pool,No Fence,None,0,4,2006,WD,Normal,15,14,4451,3705,260000
87,60,RL,122,11911,Pave,No Alley Access,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,GasA,Ex,Y,SBrkr,684,876,1560,1560,0,2.5,2.5,3,1,Gd,7,6,Typ,1,Gd,BuiltIn,2005,Fin,2,TA,TA,Y,100,38,38,0,No Pool,No Fence,None,0,3,2009,WD,Normal,4,4,2644,2244,174000
88,160,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,612,612,GasA,Ex,Y,SBrkr,612,612,1224,1224,0,2.5,2.5,2,1,Gd,6,4,Typ,0,No Fireplace,Detchd,2009,RFn,2,TA,TA,Y,0,234,234,0,No Pool,No Fence,None,0,6,2009,New,Partial,0,0,2440,1836,164500
89,50,C,105,8470,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,1013,1013,GasA,TA,N,SBrkr,1013,0,500,1526,0,1,1,2,1,Fa,4,6,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,0,156,0,No Pool,MnPrv,None,0,10,2009,ConLD,Abnorml,94,27,2539,2539,85000
90,20,RL,60,8070,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,402,990,GasA,Ex,Y,SBrkr,990,0,990,1578,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,8,2007,WD,Normal,13,12,1980,1980,123600
91,20,RL,60,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,TA,Y,FuseA,1040,0,1040,1040,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1950,Unf,2,TA,TA,Y,0,29,29,0,No Pool,No Fence,None,0,7,2006,WD,Normal,56,56,1460,1040,109900
92,20,RL,85,8500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,1835,0,1,1,2,1,TA,4,6,Typ,0,No Fireplace,Attchd,1961,Unf,2,TA,TA,Y,0,0,0,0,No Pool,GdWo,None,0,12,2006,WD,Abnorml,45,45,3153,2470,98600
93,30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,163,876,GasA,Ex,Y,SBrkr,964,0,964,1677,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,Detchd,1921,Unf,2,TA,TA,Y,0,0,44,0,No Pool,No Fence,None,0,8,2009,WD,Normal,88,3,2272,1840,163500
94,190,C,60,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2FmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,168,1214,GasW,Ex,N,SBrkr,1260,1031,2291,3337,0,2,2.5,4,2,TA,9,9,Typ,1,Gd,Detchd,1900,Unf,2,TA,TA,Y,0,0,99,0,No Pool,No Fence,None,0,11,2007,WD,Normal,97,9,4011,3505,133900
95,60,RL,69,9337,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,176,824,GasA,Ex,Y,SBrkr,905,881,1786,2434,1,2.5,3.5,3,1,Gd,8,7,Typ,0,No Fireplace,Attchd,1997,RFn,2,TA,TA,Y,0,162,162,0,No Pool,No Fence,None,0,5,2007,WD,Normal,10,10,3294,2610,204750
96,60,RL,0,9765,Pave,No Alley Access,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,370,680,GasA,Gd,Y,SBrkr,680,790,1470,1780,0,2.5,2.5,3,1,TA,7,6,Typ,1,TA,BuiltIn,1993,Fin,2,TA,TA,Y,232,63,63,0,No Pool,No Fence,Shed,480,4,2009,WD,Normal,16,16,2638,2150,185000
97,20,RL,78,10264,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,2750,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,1999,RFn,2,TA,TA,Y,158,29,29,0,No Pool,No Fence,None,0,8,2006,WD,Normal,7,7,3831,3176,214000
